dtime,value,metric,units,device_sn,device_model
2019-10-12T16:44:42Z,0.09606641,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:44:44Z,0.1104531,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:44:46Z,0.1194692,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:44:48Z,0.1213693,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:44:50Z,0.09960907,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:44:52Z,0.1351337,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:44:54Z,0.1263926,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:44:56Z,0.1476165,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:44:58Z,0.1466761,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:45:00Z,0.1475018,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:45:02Z,0.1820196,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:45:04Z,0.1813291,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:45:06Z,0.1271888,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:45:08Z,0.1464107,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:45:10Z,0.1351874,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:45:12Z,0.1382148,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:45:14Z,0.1379669,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:45:16Z,0.142053,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:45:18Z,0.1406829,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:45:20Z,0.1589086,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:45:22Z,0.1613526,Chlorophyll-a Concentration,µg/L,670514,NA
2019-10-12T16:45:24Z,0.1624987,Chlorophyll-a Concentration,µg/L,670514,NA
