csv,dtime,chl_mgL,depth_ft,lat_dd,lon_dd,o2_mgL,salinity_psu,temp_c,bdepth_ft
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:45:48Z,0.8404617,3.507552,27.10712395833336,-82.46111159722223,3.916426,20.07412,29.82944,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:45:50Z,0.4175316,4.82926,27.10712395833336,-82.46111159722223,3.881194,23.20649,29.89218,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:45:52Z,0.278833,5.408421,27.10712395833336,-82.46111159722223,3.77802,25.21427,30.0125,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:45:54Z,0.241444,5.538864,27.10712395833336,-82.46111159722223,3.762248,25.62305,30.03204,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:45:56Z,0.2668206,5.988516,27.10712395833336,-82.46111159722223,3.62267,26.09716,30.29979,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:45:58Z,0.2313925,7.015568,27.10712395833336,-82.46111159722223,3.568669,26.4299,30.34489,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:00Z,0.2431849,7.658986,27.10712395833336,-82.46111159722223,3.515378,26.93683,30.38458,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:02Z,0.2395194,8.168258,27.10712395833336,-82.46111159722223,3.480531,27.268,30.39694,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:04Z,0.2398489,8.25369,27.10712395833336,-82.46111159722223,3.474159,27.3296,30.40004,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:06Z,0.2877919,8.365856,27.10712395833336,-82.46111159722223,3.399384,27.56295,30.41704,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:08Z,0.248878,8.391845,27.10712395833336,-82.46111159722223,3.349479,27.63114,30.41878,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:10Z,0.2460785,8.398172,27.10712395833336,-82.46111159722223,3.339592,27.64959,30.41977,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:12Z,0.243328,8.42345,27.10712395833336,-82.46111159722223,3.307406,27.6631,30.41352,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:14Z,0.2409057,8.427649,27.10712395833336,-82.46111159722223,3.300658,27.66893,30.41294,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:16Z,0.2384833,8.431849,27.10712395833336,-82.46111159722223,3.29391,27.67476,30.41236,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:18Z,0.2563208,8.397538,27.10712395833336,-82.46111159722223,3.234795,27.66706,30.41809,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:20Z,0.2571551,8.396834,27.10712395833336,-82.46111159722223,3.227372,27.66865,30.41822,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:22Z,0.2579893,8.396131,27.10712395833336,-82.46111159722223,3.21995,27.67024,30.41836,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:24Z,0.2741636,8.427073,27.10712395833336,-82.46111159722223,3.182259,27.66863,30.42067,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:26Z,0.2754271,8.427793,27.10712395833336,-82.46111159722223,3.177071,27.66897,30.42094,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:28Z,0.2766907,8.428514,27.10712395833336,-82.46111159722223,3.171882,27.66931,30.42121,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:30Z,0.302741,8.433254,27.10712395833336,-82.46111159722223,3.115505,27.72053,30.42565,8.434817
VuSitu_2019-09-01_11-45-42_Device Location_LiveReadings.csv,2019-09-01T11:46:32Z,0.3045225,8.434035,27.10712395833336,-82.46111159722223,3.111068,27.72332,30.42595,8.434817
