csv,dtime,chl_mgL,depth_ft,lat_dd,lon_dd,o2_mgL,salinity_psu,temp_c,bdepth_ft
VuSitu_2019-12-17_07-54-54_Device Location_LiveReadings.csv,2019-12-17T07:56:24Z,0.2494307,4.709035,26.489855,-82.17972,6.132841,25.09073,23.5269,4.71337
VuSitu_2019-12-17_07-54-54_Device Location_LiveReadings.csv,2019-12-17T07:56:26Z,2.772166,4.71337,26.489855,-82.17972,6.173269,24.10558,23.54265,4.71337
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:23Z,0.2006217,3.770787,26.560857450980407,-82.2252887254902,6.449508,33.18174,22.46307,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:25Z,0.2076945,4.270963,26.560857450980407,-82.2252887254902,6.446562,33.17966,22.45408,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:27Z,0.2168646,5.089173,26.560857450980407,-82.2252887254902,6.444583,33.19886,22.45277,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:29Z,0.2130366,5.592002,26.560857450980407,-82.2252887254902,6.440671,33.19612,22.4382,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:31Z,0.2128119,5.693986,26.560857450980407,-82.2252887254902,6.440052,33.19656,22.43614,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:33Z,0.2490504,5.723747,26.560857450980407,-82.2252887254902,6.436907,33.22406,22.43057,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:35Z,0.2399307,7.300686,26.560857450980407,-82.2252887254902,6.434006,33.23233,22.42513,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:37Z,0.2332005,7.34633,26.560857450980407,-82.2252887254902,6.427882,33.23116,22.41284,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:39Z,0.2317947,7.422091,26.560857450980407,-82.2252887254902,6.426963,33.23128,22.41101,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:41Z,0.229129,8.159224,26.560857450980407,-82.2252887254902,6.418777,33.24714,22.40651,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:43Z,0.2336927,9.097363,26.560857450980407,-82.2252887254902,6.418272,33.2475,22.40054,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:45Z,0.2227729,10.28022,26.560857450980407,-82.2252887254902,6.398086,33.28727,22.38554,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:47Z,0.1931555,10.47319,26.560857450980407,-82.2252887254902,6.376098,33.36491,22.37443,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:49Z,0.2078187,11.52661,26.560857450980407,-82.2252887254902,6.355194,33.42023,22.32333,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:51Z,0.208629,11.67063,26.560857450980407,-82.2252887254902,6.35151,33.43094,22.31593,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:53Z,0.2115633,12.44447,26.560857450980407,-82.2252887254902,6.328485,33.44317,22.22634,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:55Z,0.1888645,13.47867,26.560857450980407,-82.2252887254902,6.31123,33.44368,22.21018,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:57Z,0.2067984,14.16941,26.560857450980407,-82.2252887254902,6.287364,33.46791,22.2057,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:31:59Z,0.1861513,14.83133,26.560857450980407,-82.2252887254902,6.256033,33.46663,22.19143,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:01Z,0.1992564,14.6673,26.560857450980407,-82.2252887254902,6.233715,33.48831,22.18194,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:03Z,0.2000799,14.66741,26.560857450980407,-82.2252887254902,6.229455,33.4911,22.18005,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:05Z,0.1758161,15.36359,26.560857450980407,-82.2252887254902,6.222433,33.50051,22.17248,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:07Z,0.1979061,15.83016,26.560857450980407,-82.2252887254902,6.204877,33.48835,22.16708,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:09Z,0.22054,16.76743,26.560857450980407,-82.2252887254902,6.195889,33.49596,22.16479,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:11Z,0.2210451,17.39914,26.560857450980407,-82.2252887254902,6.184875,33.51199,22.15777,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:13Z,0.2065671,18.1446,26.560857450980407,-82.2252887254902,6.170143,33.50855,22.16336,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:15Z,0.2076469,18.78783,26.560857450980407,-82.2252887254902,6.165878,33.51394,22.15751,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:17Z,0.2071878,18.90427,26.560857450980407,-82.2252887254902,6.16475,33.51443,22.15697,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:19Z,0.2046932,19.5818,26.560857450980407,-82.2252887254902,6.156983,33.51639,22.14559,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:21Z,0.2105765,20.74356,26.560857450980407,-82.2252887254902,6.151779,33.5102,22.14746,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:23Z,0.2179358,20.72257,26.560857450980407,-82.2252887254902,6.140121,33.53318,22.14483,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:25Z,0.1944622,21.15562,26.560857450980407,-82.2252887254902,6.13639,33.5225,22.14066,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:27Z,0.1915294,21.20254,26.560857450980407,-82.2252887254902,6.135461,33.52204,22.13997,21.67442
VuSitu_2019-12-17_08-30-19_Device Location_LiveReadings.csv,2019-12-17T08:32:29Z,0.1964316,21.67442,26.560857450980407,-82.2252887254902,6.129744,33.52348,22.13612,21.67442
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:42:42Z,0.1326236,3.922807,26.561443809523805,-82.25700386904762,6.658659,33.70948,21.98049,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:42:44Z,0.1292673,4.720202,26.561443809523805,-82.25700386904762,6.659052,33.72065,21.9821,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:42:46Z,0.1333047,6.267222,26.561443809523805,-82.25700386904762,6.653155,33.72235,21.96549,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:42:48Z,0.1568942,7.716773,26.561443809523805,-82.25700386904762,6.652113,33.76147,21.95907,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:42:50Z,0.1604292,7.982709,26.561443809523805,-82.25700386904762,6.651695,33.76694,21.9574,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:42:52Z,0.1493276,9.19707,26.561443809523805,-82.25700386904762,6.654515,33.75196,21.94382,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:42:54Z,0.1605273,10.52319,26.561443809523805,-82.25700386904762,6.657291,33.75959,21.94301,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:42:56Z,0.1717795,10.41593,26.561443809523805,-82.25700386904762,6.652421,33.77244,21.94434,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:42:58Z,0.1325196,11.26449,26.561443809523805,-82.25700386904762,6.650181,33.76944,21.9434,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:00Z,0.1363278,13.14724,26.561443809523805,-82.25700386904762,6.648548,33.77578,21.94523,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:02Z,0.1350055,13.44829,26.561443809523805,-82.25700386904762,6.648264,33.77641,21.945430000000002,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:04Z,0.1368445,15.16206,26.561443809523805,-82.25700386904762,6.63972,33.82199,21.93467,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:06Z,0.1170845,15.77717,26.561443809523805,-82.25700386904762,6.631474,33.84315,21.92507,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:08Z,0.1293532,18.39743,26.561443809523805,-82.25700386904762,6.627751,33.87574,21.89698,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:10Z,0.1280922,19.3493,26.561443809523805,-82.25700386904762,6.610689,33.89007,21.85725,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:12Z,0.125018,20.23504,26.561443809523805,-82.25700386904762,6.597257,33.92833,21.82208,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:14Z,0.1244523,20.38134,26.561443809523805,-82.25700386904762,6.594657,33.93401,21.81563,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:16Z,0.1116057,21.82759,26.561443809523805,-82.25700386904762,6.584028,33.93695,21.79498,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:18Z,0.1244276,23.27854,26.561443809523805,-82.25700386904762,6.577211,33.94494,21.79318,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:20Z,0.1483293,24.54009,26.561443809523805,-82.25700386904762,6.552732,33.94948,21.78498,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:22Z,0.1222007,25.42565,26.561443809523805,-82.25700386904762,6.549446,33.94841,21.78276,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:24Z,0.1198168,25.58523,26.561443809523805,-82.25700386904762,6.547989,33.94842,21.78214,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:26Z,0.1163973,26.38021,26.561443809523805,-82.25700386904762,6.531991,33.95473,21.78114,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:28Z,0.1503739,27.30815,26.561443809523805,-82.25700386904762,6.526356,33.94313,21.7809,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:30Z,0.1537629,29.04892,26.561443809523805,-82.25700386904762,6.514727,33.95806,21.77999,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:32Z,0.1172972,30.00108,26.561443809523805,-82.25700386904762,6.504996,33.94984,21.7781,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:34Z,0.1426182,30.61607,26.561443809523805,-82.25700386904762,6.491104,33.95557,21.78034,30.83989376158226
VuSitu_2019-12-17_08-41-40_Device Location_LiveReadings.csv,2019-12-17T08:43:36Z,0.1444709,30.7257,26.561443809523805,-82.25700386904762,6.488892,33.95587,21.78057,30.83989376158226
VuSitu_2019-12-17_08-54-01_Device Location_LiveReadings.csv,2019-12-17T08:55:05Z,0.1100912,4.210793,26.595869141414138,-82.27350404040403,6.840966,31.57822,22.11369,29.37101
VuSitu_2019-12-17_08-54-01_Device Location_LiveReadings.csv,2019-12-17T08:55:07Z,0.1113634,4.367409,26.595869141414138,-82.27350404040403,6.834501,31.5814,22.11362,29.37101
VuSitu_2019-12-17_08-54-01_Device Location_LiveReadings.csv,2019-12-17T08:55:09Z,0.09449192,6.065444,26.595869141414138,-82.27350404040403,6.836129,32.91899,22.10547,29.37101
