dtime,value,metric,units,device_sn,device_model
2019-09-18T12:52:12Z,0,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:14Z,0.02275835,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:16Z,0.1598596,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:18Z,0.04833807,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:20Z,0.04020495,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:22Z,0,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:24Z,0.02122443,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:26Z,0.02160029,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:28Z,0.002605856,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:30Z,0.01273294,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:32Z,0.01322238,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:34Z,0.01440514,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:36Z,0.0301153,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:38Z,0.02882644,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:40Z,0.02402764,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:42Z,0.02327816,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:44Z,0.005469186,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:46Z,0.03059272,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:48Z,0.03317581,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:50Z,0.03189261,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:52Z,0.03153715,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:54Z,0.02056147,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:56Z,0.009471508,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:52:58Z,0.01376252,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:53:00Z,0.0236966,Chlorophyll-a Concentration,µg/L,670514,NA
2019-09-18T12:53:02Z,0.02418856,Chlorophyll-a Concentration,µg/L,670514,NA
