"Location Properties"
"Location Name = Device Location"
""
"Report Properties"
"Start Time = 2020-01-24 16:08:17"
"Time Offset = -05:00:00"
"Duration = 00:02:00"
"Readings = 61"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600 Vented"
"Device SN = 676038"
""
"Instrument Properties"
"Device Model = In-Situ Bluetooth Device"
"Device SN = 674484"
""
""
"Date Time","Actual Conductivity (µS/cm) (673392)","Specific Conductivity (µS/cm) (673392)","Salinity (PSU) (673392)","Total Dissolved Solids (ppt) (673392)","Resistivity (Ω⋅cm) (673392)","Density (g/cm³) (673392)","Chlorophyll-a Fluorescence (RFU) (671693)","Chlorophyll-a Concentration (µg/L) (671693)","RDO Concentration (mg/L) (672340)","RDO Saturation (%Sat) (672340)","Oxygen Partial Pressure (Torr) (672340)","Temperature (°C) (676038)","Barometric Pressure (mm Hg) (676038)","Pressure (psi) (671053)","Depth (ft) (671053)","External Voltage (V) (676038)","Battery Capacity (%) (676038)","Barometric Pressure (mbar) (674484)","Temperature (°C) (674484)","Latitude (°)","Longitude (°)","Marked"
"2020-01-24 16:08:17","0.05494506","0.06040186","0","3.926121E-05","1.82E+07","0.9981502","0.0150028","0.150028","8.870893","97.74142","152.4881","20.27007","763.0071","-0.0163393","1.490853","0","71","1019.37","24.79","26.6315716666667","-82.5566733333333",""
"2020-01-24 16:08:19","43169.1","47712.18","31.59392","31.01291","953038.6","1.022167","0.006982747","0.06982747","7.371101","97.58078","152.4258","20.02812","763.1919","0.1573607","0.9720026","0","71","1019.36","24.78053","26.6679066666667","-82.4170016666667",""
"2020-01-24 16:08:21","44314.27","49108.98","32.55031","32.00805","617766.6","1.023006","0.008193321","0.0819332","7.376165","97.71689","152.6428","19.90136","763.1566","0.2865743","1.237112","0","71","1019.377","24.78034","26.66788","-82.4170216666667",""
"2020-01-24 16:08:23","46573.53","51624.22","34.22021","33.65505","0","1.024291","0.007971179","0.07971178","7.303899","97.72797","152.6699","19.87199","763.1607","0.3129632","1.248671","0","71","1019.379","24.77985","26.667895","-82.417045",""
"2020-01-24 16:08:25","45983.02","51008.07","33.82059","33.16271","21.74285","1.023912","0.002952461","0.02952461","7.353097","98.03074","153.1372","19.84214","763.1918","0.3662714","1.418155","0","71","1019.389","24.77066","26.6679","-82.4170316666667",""
"2020-01-24 16:08:27","45988.46","51021.23","33.83003","33.16631","21.74314","1.023917","0.006282277","0.06282277","7.35947","98.10651","152.8857","19.83556","763.257","1.254473","3.49874","0","71","1019.415","24.77025","26.6679333333333","-82.4170216666667",""
"2020-01-24 16:08:29","46858.73","52068.02","34.60535","33.84422","21.37572","1.024568","0.006843575","0.06843577","7.3392","97.96333","153.0567","19.76212","763.2793","1.942282","5.051519","0","71","1019.401","24.75264","26.667955","-82.4170116666667",""
"2020-01-24 16:08:31","46978.59","52212.28","34.71219","33.93798","21.32492","1.024658","0.007041532","0.07041533","7.336474","97.94434","153.0709","19.75193","763.2841","2.062144","5.324087","0","71","1019.4","24.75025","26.6679816666667","-82.4170033333333",""
"2020-01-24 16:08:33","46921.91","52309.88","34.77284","34.00142","21.35095","1.024717","0.005807237","0.05807238","7.348102","97.91749","153.0659","19.63273","763.3424","2.994456","7.521413","0","71","1019.371","24.75933","26.6679783333333","-82.4169933333333",""
"2020-01-24 16:08:35","46713.97","52345.88","34.79068","34.02482","21.40958","1.02477","0.005507525","0.05507524","7.359944","97.79317","152.9081","19.36889","763.4424","3.311767","8.257814","0","71","1019.407","24.7507","26.66799","-82.4169883333333",""
"2020-01-24 16:08:37","46624.5","52340.92","34.78255","34.0216","21.44846","1.024785","0.006397687","0.06397686","7.361825","97.65571","152.7302","19.28227","763.5024","3.941932","9.697097","0","71","1019.445","24.75913","26.6680016666667","-82.4169866666667",""
"2020-01-24 16:08:39","46607.27","52386.07","34.81305","34.05095","21.45588","1.024823","0.00548341","0.0548341","7.371505","97.69167","153.0206","19.22452","763.5414","5.542159","13.39407","0","71","1019.431","24.74207","26.6680166666667","-82.41698",""
"2020-01-24 16:08:41","46605.02","52418.37","34.83538","34.07194","21.42955","1.024881","0.00584475","0.05844751","7.384716","97.85468","153.1057","19.19357","763.5525","6.11164","14.71126","0","71","1019.422","24.73194","26.6680266666667","-82.4169783333333",""
"2020-01-24 16:08:43","46604.64","52424.8","34.83983","34.07612","21.42597","1.02489","0.00584793","0.05847931","7.386933","97.8796","153.1314","19.18747","763.5553","6.255008","15.04281","0","71","1019.419","24.72975","26.6680383333333","-82.4169766666667",""
"2020-01-24 16:08:45","46671.53","52504.69","34.89962","34.12805","21.42111","1.024899","0.004604808","0.04604809","7.39044","97.92066","153.1962","19.1943","763.5984","6.81647","16.342","0","71","1019.4","24.72017","26.66805","-82.4169733333333",""
