"Location Properties"
"Location Name = Device Location"
""
"Report Properties"
"Start Time = 2020-01-24 15:08:26"
"Time Offset = -05:00:00"
"Duration = 00:02:19"
"Readings = 69"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600 Vented"
"Device SN = 676038"
""
"Instrument Properties"
"Device Model = In-Situ Bluetooth Device"
"Device SN = 674484"
""
""
"Date Time","Actual Conductivity (µS/cm) (673392)","Specific Conductivity (µS/cm) (673392)","Salinity (PSU) (673392)","Total Dissolved Solids (ppt) (673392)","Resistivity (Ω⋅cm) (673392)","Density (g/cm³) (673392)","Chlorophyll-a Fluorescence (RFU) (671693)","Chlorophyll-a Concentration (µg/L) (671693)","RDO Concentration (mg/L) (672340)","RDO Saturation (%Sat) (672340)","Oxygen Partial Pressure (Torr) (672340)","Temperature (°C) (676038)","Barometric Pressure (mm Hg) (676038)","Pressure (psi) (671053)","Depth (ft) (671053)","External Voltage (V) (676038)","Battery Capacity (%) (676038)","Barometric Pressure (mbar) (674484)","Temperature (°C) (674484)","Latitude (°)","Longitude (°)","Marked"
"2020-01-24 15:08:29","44729.49","48859.57","32.26356","31.75872","22.35662","1.022527","0.005046548","0.05046549","7.320311","98.03194","153.0729","20.57437","762.9546","0.6519537","2.132065","0","71","1019.39","22.42","26.5501316666667","-82.6978133333333",""
"2020-01-24 15:08:31","44729.49","48859.57","32.26356","31.75872","22.35662","1.022527","0.005046548","0.05046549","7.320311","98.03194","153.0729","20.57437","762.9546","0.6519537","2.132065","0","71","1019.39","22.42","26.5504716666667","-82.69805",""
"2020-01-24 15:08:33","44809.17","48945.01","32.32674","31.81425","22.31686","1.022487","0.003002548","0.03002548","7.336333","98.22668","153.2384","20.57593","762.9472","0.5766157","1.957851","0","71","1019.419","22.41005","26.5504966666667","-82.698015",""
"2020-01-24 15:08:35","44691.87","48817.66","32.23265","31.73148","22.37546","1.022493","0.005599381","0.05599381","7.331368","98.15931","153.1336","20.57517","763.0821","1.542752","4.18598","0","71","1019.444","22.41885","26.5504966666667","-82.698015",""
"2020-01-24 15:08:37","46369","50690.89","33.61914","32.94908","21.57063","1.023566","0.005276472","0.05276473","7.270874","98.06452","153.018","20.53637","763.1306","2.584427","6.590009","0.007766569","71","1019.397","22.41959","26.5504833333333","-82.6980216666666",""
"2020-01-24 15:08:39","46595.36","50979.82","33.83167","33.13689","21.4629","1.023741","0.004307834","0.04307835","7.268821","98.08659","153.071","20.49732","763.204","3.541608","9.760607","0.001048023","71","1019.392","22.42845","26.5504916666667","-82.6980333333333",""
"2020-01-24 15:08:41","46700.23","51102.05","33.92195","33.21633","21.41267","1.023812","0.004128781","0.04128781","7.265986","98.08618","153.0746","20.49013","763.2149","3.710375","10.28654","0.0004258028","71","1019.389","22.42965","26.550505","-82.6980383333333",""
"2020-01-24 15:08:43","46704.04","51135.7","33.94576","33.2382","21.41143","1.023749","0.004934127","0.04934127","7.262081","97.89702","152.8188","20.46258","763.2886","4.976623","12.17328","0","71","1019.456","22.43953","26.5505133333333","-82.698045",""
"2020-01-24 15:08:45","46543.57","50979.66","33.82882","32.86488","21.66933","1.023512","0.00255264","0.0255264","7.276909","97.86626","152.7771","20.44414","763.2987","5.681348","13.73632","0","71","1019.423","22.4308","26.5505233333333","-82.69805",""
"2020-01-24 15:08:47","44198.98","48448.02","31.9536","31.46563","22.64931","1.022312","0.004018385","0.04018384","7.354224","97.93259","152.9026","20.42966","763.4409","6.551855","15.74096","0","71","1019.411","22.43016","26.550535","-82.6980533333333",""
