dtime,value,metric,units,device_sn,device_model
2019-09-01T12:27:36Z,0.0868968,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:27:38Z,0.1123489,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:27:40Z,0.1137895,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:27:42Z,0.1152301,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:27:44Z,0.1652031,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:27:46Z,0.1682517,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:27:48Z,0.1713003,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:27:50Z,0.1743489,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:27:52Z,0.164557,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:27:54Z,0.1651304,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:27:56Z,0.1657039,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:27:58Z,0.1454801,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:00Z,0.1443645,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:02Z,0.1432489,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:04Z,0.1615777,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:06Z,0.162208,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:08Z,0.1628383,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:10Z,0.1634686,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:12Z,26.17463,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:14Z,27.45581,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:16Z,28.737,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:18Z,13.94487,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:20Z,13.72801,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:22Z,13.51116,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:24Z,7.246903,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:26Z,6.621272,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:28Z,5.995642,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:30Z,6.469193,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:32Z,6.364662,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:34Z,6.260131,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:36Z,1.535504,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:38Z,1.301227,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:40Z,1.066951,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:42Z,0.8326739,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:44Z,0.4100282,Chlorophyll-a Concentration,µg/L,671721,NA
2019-09-01T12:28:46Z,0.2850996,Chlorophyll-a Concentration,µg/L,671721,NA
