dtime,value,metric,units,device_sn,device_model
2020-01-24T15:40:52Z,1.770957,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:40:54Z,0.5999087,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:40:56Z,0,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:40:58Z,0.02684051,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:00Z,0.06037588,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:02Z,0.04375056,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:04Z,0.04047975,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:06Z,0.03609161,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:08Z,0.03545202,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:10Z,0.04346422,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:12Z,0.06334741,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:14Z,0.05844156,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:16Z,0.05439333,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:18Z,0.04493454,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:20Z,0.04349582,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:22Z,0.05082127,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:24Z,0.05590236,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:26Z,0.06092932,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:28Z,0.04468821,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:30Z,0.0434426,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:32Z,0.04248118,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:34Z,0.04039511,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:36Z,0.04083186,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:38Z,0.06092802,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:40Z,0.05826141,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:42Z,0.05873723,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:44Z,0.06105787,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:46Z,0.05743146,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:48Z,0.06206571,Chlorophyll-a Concentration,µg/L,671693,NA
2020-01-24T15:41:50Z,0.06058407,Chlorophyll-a Concentration,µg/L,671693,NA
