dtime,value,metric,units,device_sn,device_model
2019-12-17T11:33:26Z,0.1543502,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:28Z,0.153479,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:30Z,0.1550545,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:32Z,0.146921,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:34Z,0.1574276,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:36Z,0.1748576,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:38Z,0.1716122,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:40Z,0.1718604,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:42Z,0.1625461,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:44Z,0.1647009,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:46Z,0.1759708,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:48Z,0.1689446,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:50Z,0.168438,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:52Z,0.1806779,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:54Z,0.1710906,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:56Z,0.1901786,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:33:58Z,0.1725815,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:00Z,0.1952254,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:02Z,0.1974443,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:04Z,0.1881548,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:06Z,0.1689697,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:08Z,0.1896895,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:10Z,0.190734,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:12Z,0.1697526,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:14Z,0.1666259,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:16Z,0.1916631,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:18Z,0.1795296,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:20Z,0.1738993,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:22Z,0.181424,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:24Z,0.1709181,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:26Z,0.1699398,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:28Z,0.1830719,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:30Z,0.1936025,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:32Z,0.1859657,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:34Z,0.2143989,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:36Z,0.2062073,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:38Z,0.1870523,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:40Z,0.1836939,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:42Z,0.2034915,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:44Z,0.1924015,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:46Z,0.1806054,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:48Z,0.1786127,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:50Z,0.2071768,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:52Z,0.1843553,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:54Z,0.1950899,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:56Z,0.1917525,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:34:58Z,0.187644,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:00Z,0.1885754,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:02Z,0.1885493,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:04Z,0.18292629999999999,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:06Z,0.1884723,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:08Z,0.2041754,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:10Z,3.920338,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:12Z,0.7747672,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:14Z,0.5094371,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:16Z,0.247242,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:18Z,0.8401805,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:20Z,0.2965342,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:22Z,0.25038,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:24Z,0.2041667,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:26Z,0.2202087,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:28Z,0.2484326,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:30Z,0.2524152,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:32Z,0.2459223,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:34Z,0.2446623,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:35:36Z,0.2158818,Chlorophyll-a Concentration,µg/L,671693,NA
