dtime,value,metric,units,device_sn,device_model
2019-12-17T10:25:48Z,193.1939,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:25:50Z,11.76823,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:25:52Z,1.015202,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:25:54Z,0.05131945,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:25:56Z,0.05579209,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:25:58Z,0.05667421,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:00Z,0.05689771,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:02Z,0.05811085,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:04Z,0.04331966,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:06Z,0.05464786,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:08Z,0.04417334,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:10Z,0.06361615,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:12Z,0.0657227,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:14Z,0.03219434,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:16Z,0.0655138,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:18Z,0.05750403,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:20Z,0.04951062,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:22Z,0.06431811,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:24Z,0.06586554,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:26Z,0.05315228,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:28Z,0.02948634,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:30Z,0.04376556,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:32Z,0.04761397,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:34Z,0.03390755,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:36Z,0.03204693,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:38Z,0.06770547,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:40Z,0.06177277,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:42Z,0.04987086,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:44Z,0.04784548,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:46Z,0.07348038,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:48Z,0.0770039,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:50Z,0.05741033,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:52Z,0.06507076,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:54Z,0.06340708,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:56Z,0.04531073,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:26:58Z,0.05989802,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:00Z,0.0601033,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:02Z,0.06090271,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:04Z,0.06105962,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:06Z,0.08310409,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:08Z,0.06961235,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:10Z,0.06424537,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:12Z,0.06278107,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:14Z,0.08851654,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:16Z,0.09058001,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:18Z,0.1092535,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:20Z,0.1228445,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:22Z,0.09682991,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:24Z,0.09378392,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:26Z,0.09621385,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:28Z,0.1167338,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:30Z,0.1154952,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:32Z,0.1203168,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:34Z,0.1366228,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:36Z,0.1391177,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:38Z,0.1308806,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:40Z,0.1280727,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:42Z,0.1247281,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:44Z,0.1115382,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:46Z,0.1096651,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:48Z,0.124492,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:50Z,0.1184418,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:27:52Z,0.1377768,Chlorophyll-a Concentration,µg/L,671693,NA
