dtime,value,metric,units,device_sn,device_model
2019-12-17T09:40:26Z,1.133173,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:28Z,0,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:30Z,0.06395546,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:32Z,0.05335446,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:34Z,0.07671646,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:36Z,0.07935184,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:38Z,0.07171707,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:40Z,0.0639051,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:42Z,0.08686719,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:44Z,0.08981062,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:46Z,0.05019956,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:48Z,0.06354034,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:50Z,0.034897160000000003,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:52Z,0.04402191,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:54Z,0.02597536,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:56Z,0.02412033,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:40:58Z,0.04121101,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:00Z,0.04292823,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:02Z,0.05246267,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:04Z,0.0590169,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:06Z,0.06025037,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:08Z,0.06119844,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:10Z,0.04628425,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:12Z,0.05616974,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:14Z,0.054017,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:16Z,0.04364118,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:18Z,0.04208044,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:20Z,0.05949084,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:22Z,0.06352703,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:24Z,0.04005842,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:26Z,0.03490817,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:28Z,0.03316573,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:30Z,0.07001369,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:32Z,0.08478437,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:34Z,0.06034656,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:36Z,0.05090171,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:38Z,0.06225093,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:40Z,0.06355853,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:42Z,0.07014667,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:44Z,0.07466321,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:46Z,0.07610819,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:48Z,0.07542346,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:41:50Z,0.07536642,Chlorophyll-a Concentration,µg/L,671693,NA
