dtime,value,metric,units,device_sn,device_model
2019-12-17T11:20:42Z,0.1149991,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:20:44Z,0.1276562,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:20:46Z,0.1290476,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:20:48Z,0.1090153,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:20:50Z,0.08938017,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:20:52Z,0.1032293,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:20:54Z,0.1197109,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:20:56Z,0.1226427,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:20:58Z,0.1470263,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:00Z,0.1346927,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:02Z,0.1110522,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:04Z,0.1178087,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:06Z,0.1176137,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:08Z,0.1185871,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:10Z,0.1263184,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:12Z,0.1135439,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:14Z,0.1210778,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:16Z,0.1370316,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:18Z,0.1395634,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:20Z,0.1289256,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:22Z,0.1011431,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:24Z,0.1142292,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:26Z,0.1110502,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:28Z,0.1113528,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:30Z,0.09938289,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:32Z,0.1249279,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:34Z,0.1207153,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:36Z,0.1344115,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:38Z,0.1139822,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:40Z,0.1118383,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:42Z,0.1016798,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:44Z,0.1265948,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:46Z,0.1330197,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:48Z,0.12624,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:50Z,0.1254236,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:52Z,0.1465275,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:54Z,0.1521809,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:56Z,0.151065,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:21:58Z,0.1694181,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:00Z,0.1457592,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:02Z,0.1433852,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:04Z,0.1843687,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:06Z,0.194278,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:08Z,0.207502,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:10Z,0.1989145,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:12Z,0.1981103,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:14Z,0.233436,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:16Z,0.249661,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:18Z,0.2487057,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:20Z,0.2321393,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:22Z,0.2609756,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:24Z,0.2530821,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:26Z,0.2533888,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:28Z,0.2393309,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:30Z,0.2617607,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:32Z,0.2455618,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:34Z,0.2503601,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:36Z,0.2407016,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:38Z,0.2397011,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:40Z,0.283269,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:42Z,0.270685,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:44Z,0.2764231,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:46Z,0.27644,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:48Z,0.286006,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:50Z,0.2676317,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:52Z,0.2899803,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:54Z,0.3029737,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:56Z,0.2906435,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:22:58Z,0.2894291,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:00Z,0.3339002,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:02Z,0.2920679,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:04Z,0.2983205,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:06Z,0.3074805,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:08Z,0.3219403,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:10Z,0.2874905,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:12Z,0.2831806,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:14Z,0.2628141,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:16Z,0.2943974,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:18Z,0.3301105,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:20Z,0.3160727,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:22Z,0.2940262,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:24Z,0.2900481,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:26Z,0.2610939,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:28Z,0.2499505,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:30Z,0.2622738,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:32Z,0.2637251,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:34Z,0.270971,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:36Z,0.2699791,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:38Z,0.2800354,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:40Z,0.2362121,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:42Z,0.2403855,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:44Z,0.23895,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:46Z,0.2302581,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:48Z,0.2155934,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:50Z,0.213374,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:52Z,0.228072,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:54Z,0.2372421,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:56Z,0.2258144,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:23:58Z,0.2244799,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:00Z,0.2363622,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:02Z,0.204994,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:04Z,0.2304337,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:06Z,0.2322433,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:08Z,0.1889601,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:10Z,0.2042086,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:12Z,0.1860952,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:14Z,0.1825533,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:16Z,0.1770169,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:18Z,0.1762295,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:20Z,0.1874564,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:22Z,0.1564362,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:24Z,0.1665439,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:26Z,0.1662716,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:28Z,0.1399467,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:30Z,0.1362583,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:32Z,0.1455944,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:34Z,0.1293233,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T11:24:36Z,0.125201,Chlorophyll-a Concentration,µg/L,671693,NA
