dtime,value,metric,units,device_sn,device_model
2019-12-17T09:59:28Z,0.07482842,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:30Z,0.05287655,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:32Z,0.04838904,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:34Z,0.06555853,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:36Z,0.06786057,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:38Z,0.02568939,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:40Z,0.03927314,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:42Z,0.05646345,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:44Z,0.04717389,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:46Z,0.06324956,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:48Z,0.06493886,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:50Z,0.04991873,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:52Z,0.05236492,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:54Z,0.03062983,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:56Z,0.04111691,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T09:59:58Z,0.04048864,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:00Z,0.059032,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:02Z,0.06155346,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:04Z,0.03903522,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:06Z,0.06972611,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:08Z,0.05078265,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:10Z,0.04918554,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:12Z,0.02978738,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:14Z,0.04574098,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:16Z,0.05972996,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:18Z,0.05086563,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:20Z,0.04765988,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:22Z,0.04249093,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:24Z,0.04170848,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:26Z,0.02863298,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:28Z,0.04768589,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:30Z,0.04180708,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:32Z,0.04321839,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:34Z,0.05380903,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:36Z,0.05541182,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:38Z,0.04844132,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:40Z,0.05452061,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:42Z,0.06175841,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:44Z,0.07481568,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:46Z,0.07688092,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:48Z,0.07298876,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:50Z,0.05407797,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:52Z,0.07430425,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:54Z,0.06953911,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:56Z,0.06927582,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:00:58Z,0.06886983,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:00Z,0.06756648,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:02Z,0.04810798,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:04Z,0.07032302,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:06Z,0.05436091,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:08Z,0.07393957,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:10Z,0.0757582,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:12Z,0.08169971,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:14Z,0.05486712,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:16Z,0.06672931,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:18Z,0.09434327,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:20Z,0.07860329,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:22Z,0.07753967,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:24Z,0.08040731,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:26Z,0.09493665,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:28Z,0.09554788,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:30Z,0.09628944,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:32Z,0.08516501,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:34Z,0.09485997,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:36Z,0.08985782,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:38Z,0.0826802,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:40Z,0.08089893,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:42Z,0.1039815,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:44Z,0.1071886,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:46Z,0.09316386,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:48Z,0.09937975,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:50Z,0.09250038,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:52Z,0.07734017,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:54Z,0.1076817,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:56Z,0.1113769,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:01:58Z,0.1249046,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:02:00Z,0.1090033,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:02:02Z,0.1065383,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:02:04Z,0.1193804,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:02:06Z,0.1210824,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:02:08Z,0.115056,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:02:10Z,0.1150949,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:02:12Z,0.09199924,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:02:14Z,0.1165178,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:02:16Z,0.08959451,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:02:18Z,0.08354108,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:02:20Z,0.08117151,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:02:22Z,0.09050727,Chlorophyll-a Concentration,µg/L,671693,NA
2019-12-17T10:02:24Z,0.1179003,Chlorophyll-a Concentration,µg/L,671693,NA
